developer,year_posted,recommend,review_sent
"Jagex,Artplant",2015,17,44
Running With Scissors,2014,38,44
Humble Hearts LLC,2014,24,44
Alan Edwardes,2014,25,44
Galactic Cafe,2013,25,44
Edge of Reality,2015,16,45
"Rocksteady Studios,Feral Interactive (Mac)",2015,30,45
"Avalanche Studios,Feral Interactive (Mac/Linux)",2015,27,45
Jagex Limited,2013,27,45
"Fabio Ferrara,Davide Caio,Nicolò Azzolini,Antonio Carcagnì,Luigi Di Guida,Tommaso Vita",2015,30,45
Pocketwatch Games,2014,30,46
CD PROJEKT RED,2014,29,46
Yager Development,2015,27,46
Running With Scissors,2015,35,46
DIMPS,2015,29,46
SUPERHOT Team,2016,25,46
Wolfire Games,2014,23,46
Runic Games,2013,26,47
Arkane Studios,2015,29,47
United Front Games,2014,26,47
Team Psykskallar,2014,42,47
"Skybox Labs,Hidden Path Entertainment,Ensemble Studios",2015,26,47
Hardsuit Labs,2015,21,48
SCS Software,2015,30,48
Wild Shadow Studios,2015,36,48
"Rocksteady Studios,Feral Interactive (Mac)",2013,33,48
Criterion Games,2014,24,48
"Hopoo Games, LLC",2015,29,48
Turtle Rock Studios,2015,27,48
"Sledgehammer Games,Raven Software",2015,23,49
Hardsuit Labs,2013,25,49
Square Enix,2014,26,49
Traveller's Tales,2014,28,49
Blue Mammoth Games,2015,29,49
Endnight Games Ltd,2016,35,49
Trion Worlds,2016,25,49
"2K Australia,Gearbox Software,Aspyr (Mac and Linux)",2014,31,50
"Creative Assembly,Feral Interactive (Linux),Feral Interactive (Mac)",2016,31,50
Cryptic Studios,2014,27,50
"2K Boston,2K Australia",2014,33,50
Massive Entertainment,2016,24,50
id Software,2014,28,50
The Indie Stone,2014,33,51
Fistful of Frags Team,2015,37,51
"Expansive Worlds,Avalanche Studios",2015,21,51
"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)",2015,26,51
Crytek,2014,30,52
Carbon Games,2014,35,52
Techland,2016,34,52
Lab Zero Games,2015,35,52
Deep Silver Volition,2013,35,52
Squad,2013,28,52
"Trek Industries, Inc",2015,34,53
Squad,2015,38,53
SmashGames,2014,29,53
Moon Studios GmbH,2015,30,53
Reloaded Productions,2015,24,53
Square Enix,2015,25,53
New World Interactive,2016,37,54
"Expansive Worlds,Avalanche Studios",2014,23,54
"Io-Interactive A/S,Feral Interactive (Mac)",2014,31,54
"WB Games Montreal,Splash Damage",2014,35,55
Shining Rock Software LLC,2014,38,55
"NetherRealm Studios,High Voltage Software",2015,28,55
"Bluehole, Inc.",2015,31,55
SCS Software,2016,34,56
"Firaxis,Feral Interactive (Mac),Feral Interactive (Linux)",2016,40,56
TaleWorlds Entertainment,2013,29,56
Nexon,2015,30,57
"Monochrome, Inc",2014,32,57
OVERKILL - a Starbreeze Studio.,2015,36,57
Grey Havens,2013,37,57
"Masangsoft, Inc.",2014,31,57
"2K Australia,Gearbox Software,Aspyr (Mac and Linux)",2015,29,57
"Skybox Labs,Hidden Path Entertainment,Ensemble Studios",2014,33,57
Everything Unlimited Ltd.,2015,34,58
Ronimo Games,2013,32,58
Capcom,2016,32,58
Ubisoft Montreal,2015,34,58
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2013,34,59
Mouldy Toof Studios,2015,36,59
Red Barrels,2014,44,59
Digital Confectioners,2015,37,59
Vlambeer,2014,37,59
Infinity Ward,2014,30,59
Freebird Games,2014,42,59
Endnight Games Ltd,2015,41,59
Wube Software LTD.,2016,37,59
Chucklefish,2016,39,60
Terry Cavanagh,2013,46,60
Wild Shadow Studios,2016,36,61
Nexon,2014,30,61
"M2H,Blackmill Games",2015,45,61
"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",2014,32,61
Free Lives,2015,44,62
HuniePot,2015,41,62
Facepunch Studios,2012,39,62
Paradox Development Studio,2015,39,62
"Firaxis Games,Aspyr (Mac, Linux)",2016,43,63
Invent4 Entertainment,2015,42,63
"Rocksteady Studios,Feral Interactive (Mac)",2014,39,63
Torn Banner Studios,2015,48,63
"Infinity Ward,Aspyr (Mac)",2014,42,63
Splash Damage,2016,37,64
Daybreak Game Company,2016,41,64
Edmund McMillen and Florian Himsl,2013,39,64
Avalanche Studios,2016,39,65
Rebellion,2015,38,65
3909,2014,38,65
Creative Assembly,2015,35,65
Code}{atch,2015,37,66
Double Fine Productions,2014,34,66
No More Room in Hell Team,2015,46,66
DoubleDutch Games,2015,45,66
Re-Logic,2012,43,67
Trendy Entertainment,2015,35,67
Creative Assembly,2014,41,67
Klei Entertainment,2014,41,67
FromSoftware,2014,48,67
"Monolith Productions, Inc.",2014,40,68
Suspicious Developments,2014,37,68
"Gearbox Software,Aspyr (Mac &amp; Linux)",2016,43,69
Phosphor Games Studio,2014,30,69
Nabi Studios,2014,44,69
Hi-Rez Studios,2015,37,70
Bethesda Game Studios,2014,43,70
Konami Digital Entertainment,2015,51,71
Shumkov Dmitriy,2015,26,71
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2014,46,71
Volition,2015,47,72
Turtle Rock Studios,2016,38,72
Obsidian Entertainment,2016,42,72
Arrowhead Game Studios,2014,42,72
Ubisoft Montreal,2013,41,72
Dennaton Games,2014,59,72
Introversion Software,2014,43,72
Bossa Studios,2014,48,73
Rocksteady Studios,2015,32,73
Dennaton Games,2015,60,73
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2015,44,73
Introversion Software,2015,55,74
Coffee Stain Studios,2015,49,74
Tripwire Interactive,2016,52,74
"FIX Korea, Co.LTD,FIX Games, Co. LTD",2014,35,74
Greenheart Games,2014,42,75
"FromSoftware, Inc.",2016,52,75
"FromSoftware, Inc",2014,59,75
Blue Mammoth Games,2016,46,76
Pandemic Studios,2014,45,76
Reto-Moto,2016,33,76
Muse Games,2014,42,76
Arkane Studios,2014,48,77
Hi-Rez Studios,2016,45,78
Re-Logic,2016,57,78
Runic Games,2014,44,78
Paradox Development Studio,2016,47,78
Volition,2013,44,79
RobTop Games,2015,49,80
Undead Labs,2014,52,80
Spiderling Studios,2015,62,81
Ubisoft,2014,44,85
Campo Santo,2016,42,85
"Nicalis, Inc.",2014,60,86
Paradox Development Studio,2014,59,87
"Hopoo Games, LLC",2014,51,88
DICE,2014,52,90
TaleWorlds Entertainment,2015,61,90
Supergiant Games,2014,49,91
Galactic Cafe,2014,55,92
"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)",2015,58,93
Playsaurus,2015,70,93
Beam Team Games,2015,61,94
"Firaxis Games,Aspyr (Mac, Linux)",2013,52,94
Free Lives,2014,60,94
Reloaded Productions,2014,52,95
"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)",2014,60,95
Rockstar North,2016,56,96
Colossal Order Ltd.,2015,63,96
"DONTNOD Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",2016,60,97
Jagex Limited,2014,49,98
"Nicalis, Inc.",2015,74,98
Chucklefish,2015,57,99
Freejam,2016,35,99
"Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai",2014,62,100
Torn Banner Studios,2014,70,100
Deep Silver Volition,2015,66,101
Hardsuit Labs,2014,53,103
SCS Software,2014,59,103
Torn Banner Studios,2013,61,103
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2014,63,104
Rebellion,2014,61,104
Reto-Moto,2014,60,106
Telltale Games,2016,63,106
Krillbite Studio,2014,63,106
Squad,2014,65,106
Techland,2015,72,109
id Software,2016,78,111
Fistful of Frags Team,2014,73,111
No More Room in Hell Team,2013,79,112
"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)",2013,61,112
Grey Havens,2014,60,113
Subset Games,2014,72,115
Daybreak Game Company,2015,65,118
Ubisoft Montreal,2014,71,119
Volition,2014,81,120
Treyarch,2016,62,123
OVERKILL Software,2014,74,123
"Trek Industries, Inc",2014,77,125
Terry Cavanagh,2014,90,125
Scott Cawthon,2014,97,126
Scott Cawthon,2015,104,127
New World Interactive,2015,79,127
Klei Entertainment,2015,87,129
Ronimo Games,2014,76,131
Avalanche Studios,2013,81,133
Avalanche Studios,2015,81,133
Ubisoft Montreal,2016,82,140
TaleWorlds Entertainment,2014,93,141
New World Interactive,2014,87,142
Wild Shadow Studios,2014,86,145
Obsidian Entertainment,2015,92,146
ConcernedApe,2016,97,148
Deep Silver Volition,2014,90,149
"Firaxis Games,Aspyr (Mac, Linux)",2015,89,150
"Gearbox Software,Aspyr (Mac &amp; Linux)",2013,86,152
The Behemoth,2015,100,153
Digital Extremes,2016,89,154
Hyper Hippo Games,2015,104,157
Avalanche Studios,2014,99,159
Bethesda Game Studios,2016,93,159
"Gearbox Software,Aspyr (Mac &amp; Linux)",2015,97,160
Treyarch,2014,90,160
Bohemia Interactive,2016,100,161
Reto-Moto,2015,82,161
"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC",2016,85,161
Tripwire Interactive,2013,116,162
Daybreak Game Company,2013,100,163
tobyfox,2016,100,171
Freejam,2015,99,172
Digital Extremes,2013,100,173
Edmund McMillen and Florian Himsl,2014,111,174
tobyfox,2015,119,182
Trion Worlds,2015,102,182
Chucklefish,2013,100,186
Telltale Games,2015,108,186
No More Room in Hell Team,2014,124,187
Kyle Seeley,2015,142,191
"DONTNOD Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",2015,116,192
Endnight Games Ltd,2014,116,192
Treyarch,2015,102,192
Splash Damage,2015,96,194
Telltale Games,2013,120,195
Smartly Dressed Games,2016,132,198
Bohemia Interactive,2013,127,202
"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)",2014,124,203
Obsidian Entertainment,2014,124,206
Hello Games,2016,53,211
Tripwire Interactive,2015,155,217
"Psyonix, Inc.",2016,126,219
Freejam,2014,123,223
"Psyonix, Inc.",2015,146,225
Chucklefish,2014,136,245
Re-Logic,2013,150,248
Digital Extremes,2015,150,258
Valve,2011,162,260
Tripwire Interactive,2014,177,267
"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC",2015,159,273
The Behemoth,2014,174,287
"Firaxis Games,Aspyr (Mac, Linux)",2014,175,291
Bethesda Game Studios,2015,187,298
Daybreak Game Company,2014,183,324
Telltale Games,2014,203,326
Re-Logic,2015,206,354
Rockstar North,2015,216,357
Bohemia Interactive,2015,192,371
Coffee Stain Studios,2014,243,387
Facepunch Studios,2016,249,406
Digital Extremes,2014,246,411
Re-Logic,2014,242,412
Smartly Dressed Games,2015,284,457
Edge of Reality,2014,296,462
"Gearbox Software,Aspyr (Mac &amp; Linux)",2014,313,508
Facepunch Studios,2013,390,643
Valve,2012,429,668
Bohemia Interactive,2014,524,833
Facepunch Studios,2015,533,834
Smartly Dressed Games,2014,561,886
Valve,2016,1057,1720
Facepunch Studios,2014,1154,1844
Valve,2013,1463,2385
Valve,2015,2601,4126
Valve,2014,3482,5543
